,X,Y,Z
35.1,4.610265890662452e-06,-2.8529005646014374e-07,3.412740863497335e-06
35.2,4.910408914866286e-06,-7.246556332753607e-07,3.10660532998787e-06
35.300000000000004,4.597625471627177e-06,-1.813773133601812e-06,3.025467048816428e-06
35.4,4.8580500217824806e-06,-1.5887796336459963e-06,2.635622036195614e-06
35.5,4.639337609519778e-06,-1.5911241177176434e-06,2.75342596026836e-06
35.6,4.27246600363995e-06,-1.8945755025075874e-06,2.610854493945053e-06
35.7,4.156388359683523e-06,-2.455144521404801e-06,2.2902479304188406e-06
35.800000000000004,4.400580358652497e-06,-2.608261775401757e-06,2.3938394637451967e-06
35.9,4.7261735300095275e-06,-3.1840118887380743e-06,2.2683133259110016e-06
36.0,4.669128586404499e-06,-3.066442051093302e-06,2.434887509099244e-06
36.1,4.874271470153413e-06,-3.7432792149820716e-06,2.1835935089735876e-06
36.2,5.271771059002494e-06,-3.5138150545841185e-06,1.6357430750555604e-06
36.300000000000004,5.601386674757656e-06,-4.084668182979442e-06,1.3709203118472915e-06
36.4,5.574560541477527e-06,-3.929007152144529e-06,1.4639631653801225e-06
36.5,5.165948464361356e-06,-3.692581037903853e-06,2.035371617414597e-06
36.6,5.266095957596658e-06,-3.507700913976653e-06,1.6360419744318438e-06
36.7,5.8545683532321485e-06,-3.5438714557028323e-06,1.4898834397567084e-06
36.800000000000004,5.846604390311952e-06,-3.2280785085738416e-06,1.3395890513074146e-06
36.9,6.09621230449301e-06,-3.2593583048799626e-06,1.97423414854593e-06
37.0,5.757652490258046e-06,-3.2032095699616255e-06,1.5870925333131489e-06
37.1,6.027701562552014e-06,-3.898454891739515e-06,1.6914604523664903e-06
37.2,6.4014397974585104e-06,-3.829446124906611e-06,1.6864673291942764e-06
37.300000000000004,6.042423203334449e-06,-3.991860714826455e-06,1.963169936164694e-06
37.4,6.268575525915631e-06,-3.887460491933459e-06,1.7252257788470934e-06
37.5,6.876904210343594e-06,-4.014815435448195e-06,1.4192935314807308e-06
37.6,6.729398692588685e-06,-4.469137264887268e-06,9.815444687751182e-07
37.7,7.092378773106315e-06,-4.353207130640125e-06,7.153752590946484e-07
37.800000000000004,7.649489543918782e-06,-4.539106545299217e-06,1.0632176999010834e-06
37.9,7.70900438861793e-06,-4.43380781400719e-06,1.751143667688718e-06
38.0,7.71966094084864e-06,-4.708878497208559e-06,1.7641086088846955e-06
38.1,8.147319634685397e-06,-4.721767608405718e-06,1.4650591879350749e-06
38.2,7.891661787069375e-06,-4.402968045139941e-06,1.8872788611173888e-06
38.300000000000004,6.828793222430651e-06,-4.423632428061693e-06,1.9007741410402057e-06
38.400000000000006,7.699160822489649e-06,-4.27343738222453e-06,1.8417682127737567e-06
38.5,7.50641099227343e-06,-4.2546970490954995e-06,1.893794792040302e-06
38.6,7.002485476292491e-06,-3.319291981933285e-06,2.4038357632168976e-06
38.7,7.174545642999621e-06,-3.0276086019678548e-06,2.1822115642176346e-06
38.800000000000004,6.92295527529501e-06,-2.9533078075910564e-06,2.3841368156267108e-06
38.900000000000006,6.775944695725101e-06,-3.2678947615048266e-06,2.76532022133668e-06
39.0,6.101386705141288e-06,-3.6997953393991806e-06,3.0673991259210337e-06
39.1,6.403680906161342e-06,-4.027331148929473e-06,2.8164540110173644e-06
39.2,6.386983743170609e-06,-4.254019736349201e-06,2.9055016446762537e-06
39.300000000000004,6.2817862188671105e-06,-4.1699046837463765e-06,3.379155681305231e-06
39.400000000000006,6.3288754429587966e-06,-4.09137445974587e-06,3.7199484157415597e-06
39.5,6.263932706128129e-06,-3.877061156759653e-06,3.1681622108353345e-06
39.6,6.201273054246619e-06,-3.6681848209931646e-06,3.7344859041299494e-06
39.7,6.096550974189487e-06,-3.403074288890485e-06,4.182194137816917e-06
39.800000000000004,6.261159006592717e-06,-2.991682977610715e-06,4.620913875373217e-06
39.900000000000006,5.3748684224991015e-06,-2.7820526377166907e-06,4.3163262955286424e-06
40.0,5.477979473633324e-06,-3.036887738223088e-06,4.497312166263338e-06
40.1,5.6071567572860956e-06,-3.4226087773455954e-06,5.14684413561689e-06
40.2,5.553464766638897e-06,-3.40131239631341e-06,5.638317578891765e-06
40.300000000000004,5.6159388872814005e-06,-3.478412907034872e-06,6.069512370922e-06
40.400000000000006,4.927891704163803e-06,-2.9276503237373e-06,6.23636631966904e-06
40.5,4.731622726823943e-06,-2.699885063098652e-06,6.436820222840408e-06
40.6,4.7997064528994246e-06,-2.719194309478344e-06,5.6773621697655885e-06
40.7,4.122382021435138e-06,-2.667535679928193e-06,4.979683178892278e-06
40.800000000000004,4.0018292447083814e-06,-2.7288204447482046e-06,4.578821888117079e-06
40.900000000000006,4.137815554664988e-06,-2.570446041961538e-06,4.927017195784504e-06
41.0,4.059511751557523e-06,-2.2801328874454313e-06,4.516960290973473e-06
41.1,3.897649103802311e-06,-2.072355856596467e-06,4.485022757915995e-06
41.2,4.190919863681361e-06,-2.4723105190031266e-06,5.257268972661861e-06
41.300000000000004,4.4804379293973255e-06,-2.5298168760709955e-06,5.861956981446011e-06
41.400000000000006,4.592319475977654e-06,-1.870413438568043e-06,5.134601250594525e-06
41.5,5.004879499046412e-06,-1.772872883008987e-06,4.784947102085193e-06
41.6,5.09346578530362e-06,-2.052435420067772e-06,4.649633474743905e-06
41.7,5.028147085908372e-06,-2.286209353563458e-06,4.599197021126802e-06
41.800000000000004,5.75580611035002e-06,-2.177787625927803e-06,4.971445019349434e-06
41.900000000000006,5.9374719047642355e-06,-1.7649275685426388e-06,4.546876570801926e-06
42.0,5.29310828314014e-06,-1.595215097454784e-06,3.870386712344908e-06
42.1,5.312101101841354e-06,-1.1469047074057373e-06,4.143114209486632e-06
42.2,5.083887011136319e-06,-1.0447403542259066e-06,4.104487570297075e-06
42.300000000000004,5.333172153181801e-06,-7.062594505628911e-07,5.033691176717384e-06
42.400000000000006,5.198872922335319e-06,-4.3188653575941206e-07,5.339600202358587e-06
42.5,5.153766483437631e-06,-2.42011405780231e-07,5.532164676101649e-06
42.6,5.651672549726924e-06,-2.8189797443034077e-07,5.398093266064728e-06
42.7,6.386306651297001e-06,-6.541229221080012e-07,5.3553275175886786e-06
42.800000000000004,6.1682458849882245e-06,-3.741812643366848e-07,5.475910491426328e-06
42.900000000000006,6.062465849852642e-06,-4.1699213994218985e-07,6.181913440104577e-06
43.0,6.39911129212377e-06,-3.0210036697924467e-07,6.799361907557223e-06
43.1,6.544642899451086e-06,-6.350545797984967e-08,7.4857691221861744e-06
43.2,6.515634173252176e-06,3.0533450632052577e-07,7.955236481778058e-06
43.300000000000004,7.011377143012896e-06,3.566779336135483e-07,7.317382786599193e-06
43.400000000000006,7.123338103959666e-06,1.906658909698375e-07,7.045587530098587e-06
43.5,7.547732567603923e-06,-7.565781131914081e-07,7.149109653868717e-06
43.6,7.309223335398753e-06,-9.375223536604083e-07,7.126976935261093e-06
43.7,7.232682707022675e-06,-1.8334337348298397e-06,7.20812755093196e-06
43.800000000000004,7.254355477310976e-06,-1.7346563568289094e-06,7.089343201206487e-06
43.900000000000006,7.1247315048770955e-06,-1.6986665038535895e-06,7.468176599754209e-06
44.0,7.466935691769034e-06,-1.3759341541275268e-06,7.450861183376434e-06
44.1,7.769837594027668e-06,-1.4229095182079694e-06,6.922507295876331e-06
44.2,8.205013332053352e-06,-9.336462445778401e-07,7.31007871030037e-06
44.300000000000004,7.847143009777424e-06,-1.5671041759203295e-07,7.687043144102441e-06
44.400000000000006,7.734601676220034e-06,4.5716841959833427e-07,8.6140222445565e-06
44.5,8.027079769547414e-06,6.264517136391443e-07,8.983512892873043e-06
44.6,7.907962181725644e-06,6.269704860824821e-07,9.236799938946593e-06
44.7,7.194824026504182e-06,-3.426774132326618e-07,9.090501669086441e-06
44.800000000000004,7.0773036933281335e-06,-1.0708978119146545e-06,9.074921927605627e-06
44.900000000000006,7.68998664842755e-06,-1.4018683829032244e-06,9.121813180194345e-06
45.0,7.606631895855191e-06,-2.4837763373138467e-06,9.466925408940027e-06
45.1,7.552435008161335e-06,-3.165480435167608e-06,9.465380234563563e-06
45.2,7.382076699559054e-06,-2.926802651012206e-06,9.189784389079893e-06
45.300000000000004,7.134018440697797e-06,-2.1715148246340794e-06,9.63601585326223e-06
45.400000000000006,6.91164815272532e-06,-2.0133453974963906e-06,9.869503462716177e-06
45.5,6.573614893668934e-06,-1.7733653511277633e-06,9.466142667477967e-06
45.6,6.420828517776931e-06,-1.6188477191449498e-06,8.880757084709953e-06
45.7,5.987639187734795e-06,-1.5007689635262443e-06,8.359072464113141e-06
45.800000000000004,6.463191103994078e-06,-1.2634843385834537e-06,8.49487437535086e-06
45.900000000000006,6.003147800563677e-06,-1.2531849487741538e-06,8.355998105610914e-06
46.0,6.155300016198141e-06,-1.3832093458899058e-06,7.878531501815212e-06
46.1,6.511674426375344e-06,-1.112725139043724e-06,7.672001867789849e-06
46.2,6.703693728694506e-06,-1.1002438496373948e-06,7.572110560720506e-06
46.300000000000004,6.621995318680371e-06,-1.8000320863098847e-06,8.204348745198803e-06
46.400000000000006,6.290925350559494e-06,-1.6242837395027207e-06,8.437613471850067e-06
46.5,6.704382103427387e-06,-1.41253210249974e-06,8.534487765662995e-06
46.6,6.8278016613914165e-06,-1.2842333303775636e-06,7.990026774098641e-06
46.7,6.480321112817592e-06,-6.353596957135064e-07,7.827965488732237e-06
46.800000000000004,6.792143959207495e-06,-5.64964485602395e-07,7.639937232894486e-06
46.900000000000006,6.635287736808972e-06,-2.8237105196819826e-07,7.959695818787235e-06
47.0,6.861095124911324e-06,-2.0306573151977383e-07,8.457044328048074e-06
47.1,6.5426089352988575e-06,-8.842805269435999e-07,8.262947441275131e-06
47.2,6.278708154317829e-06,-6.251529670230244e-07,8.179205511034183e-06
47.300000000000004,6.7163710762822e-06,-3.665151032421863e-07,8.324060568943704e-06
47.400000000000006,6.644170103744599e-06,-2.2534941347577844e-07,7.785194348910418e-06
47.5,5.808795089090125e-06,-6.479109960457835e-07,7.62526833079438e-06
47.6,5.372393341534266e-06,-1.8731362624257803e-07,7.802639036648988e-06
47.7,4.63907868000913e-06,-1.9182145250646398e-07,7.658715308547498e-06
47.800000000000004,5.206195652302886e-06,5.335640800747389e-07,7.75665271970641e-06
47.900000000000006,5.014693950554783e-06,7.76589475773917e-07,8.048439353787372e-06
48.0,4.760376528104518e-06,8.643930473114908e-07,8.36611707597906e-06
48.1,5.0918603675813105e-06,8.890845032112382e-07,8.239673685825006e-06
48.2,5.030150418072478e-06,9.195392134521549e-07,8.107463825005776e-06
48.300000000000004,4.873499528694048e-06,5.541149251590689e-07,8.09231603994326e-06
48.400000000000006,5.2911246153861954e-06,-6.932886656596763e-08,7.305239210337631e-06
48.5,5.6825243355500895e-06,-1.0890786698715057e-07,7.0736573459369754e-06
48.6,6.045783709316955e-06,-1.1843088976468862e-07,6.417761494351703e-06
48.7,5.904674331227614e-06,-3.843950408346845e-07,6.3708384743988454e-06
48.800000000000004,6.647258524216533e-06,4.034118883484971e-07,6.3338141848454965e-06
48.900000000000006,7.96749611481826e-06,9.204583691063816e-07,6.516353760236501e-06
49.0,8.292470552146743e-06,8.620484462922352e-07,6.549085739595512e-06
49.1,8.686290568753398e-06,2.40319521251439e-08,6.193002180702362e-06
49.2,8.454797524916156e-06,3.3723609093086705e-07,6.435179932431659e-06
49.300000000000004,8.243527245982253e-06,2.527076250068213e-07,6.514487732769109e-06
49.400000000000006,8.150871040767705e-06,3.21544161137411e-07,6.062886210252015e-06
49.5,8.246981378926817e-06,3.998130914929031e-07,5.6006290128067565e-06
49.6,8.595075287304302e-06,5.323037683684399e-07,5.170678043267073e-06
49.7,8.638038984170854e-06,6.735003766447149e-07,5.650840993667333e-06
49.800000000000004,8.63030943899466e-06,8.130403176884533e-07,6.294822534682583e-06
49.900000000000006,9.104719639755428e-06,1.4178509335360675e-06,7.293115519748924e-06
50.0,8.879218341033387e-06,1.076202718834093e-06,7.731808060434979e-06
50.1,8.238195343735492e-06,7.412252036967611e-07,8.525293975684088e-06
50.2,7.739399465709455e-06,9.57157915391386e-07,8.575278118440545e-06
50.300000000000004,7.970394610913055e-06,5.343675244722366e-07,8.475060519453494e-06
50.400000000000006,8.729694517197415e-06,3.6415783120206793e-07,8.278929055469563e-06
50.5,8.869016491459885e-06,8.523807465812468e-07,7.775021325337437e-06
50.6,9.190495559658466e-06,4.734783500319161e-07,6.983367413997761e-06
50.7,8.646004694672434e-06,5.471993620937001e-07,7.233778236436164e-06
50.800000000000004,8.167955400573614e-06,7.482758589771192e-07,7.5232937696923e-06
50.900000000000006,8.312282054526505e-06,1.2316224460890427e-06,7.285703288955317e-06
51.0,7.84415749276478e-06,1.6798081972777683e-06,7.120577970441478e-06
51.1,7.541519458477214e-06,1.6694279290405793e-06,7.596857918440875e-06
51.2,7.439657302511611e-06,1.8204404247234143e-06,8.132302872333232e-06
51.300000000000004,7.199646458012191e-06,1.5072162635004738e-06,7.311680139085559e-06
51.400000000000006,6.85048015910885e-06,1.4031517549399614e-06,6.898296387646218e-06
51.5,6.851929354693142e-06,1.0702265509683824e-06,6.898736455041081e-06
51.6,6.585167468191556e-06,8.817161349222917e-07,7.215992588863289e-06
51.7,6.838365219764842e-06,6.81587208495493e-07,7.329146238766756e-06
51.800000000000004,6.8702029815629665e-06,8.139818342520922e-07,7.595815042894608e-06
51.900000000000006,7.261869981265141e-06,4.4929617342783133e-07,7.2081822826661115e-06
52.0,7.563784772465776e-06,3.3600597757348135e-07,7.0300697051321096e-06
52.1,7.62371039992514e-06,1.453510113373997e-07,7.249456542141417e-06
52.2,7.63824885166235e-06,-2.938008406786193e-07,6.687348431170644e-06
52.300000000000004,7.61486375398797e-06,-6.893636636244302e-07,6.822119899194591e-06
52.400000000000006,7.30458565068446e-06,-6.3212345067876e-07,6.52430711096917e-06
52.5,7.480482759752808e-06,-1.0704281861772248e-06,6.494924844296011e-06
52.6,7.865287096550128e-06,-1.6487616313478498e-06,6.567711267140355e-06
52.7,7.886984732723625e-06,-1.2841589044831191e-06,6.751301114652054e-06
52.800000000000004,7.385229976945791e-06,-1.2574510409082e-06,6.704348217500364e-06
52.900000000000006,7.308411196348483e-06,-1.2126627760347111e-06,6.684753446714706e-06
53.0,7.2150833129599376e-06,-1.2000228691260588e-06,7.148460151476751e-06
53.1,7.569877468724547e-06,-1.8959440515902407e-06,7.573420893273742e-06
53.2,7.680945683774874e-06,-2.239373146767385e-06,8.044893795194111e-06
53.300000000000004,8.051616627824867e-06,-1.943353731448542e-06,8.210783975360815e-06
53.400000000000006,7.665728321221592e-06,-2.021638071036169e-06,8.060590340912507e-06
53.5,7.709353327647937e-06,-2.235563971402893e-06,8.139382568844552e-06
53.6,8.147038118923672e-06,-2.1580073107453403e-06,8.380601389624648e-06
53.7,8.809939667453059e-06,-2.3062712808884455e-06,7.932001445236276e-06
53.800000000000004,8.926451523104049e-06,-2.185108869808917e-06,7.359947571165323e-06
53.900000000000006,9.23793734378922e-06,-2.3058232654781145e-06,7.5878676726157805e-06
54.0,9.989913595866002e-06,-2.568391736244261e-06,7.378625447915372e-06
54.1,1.0274455382090615e-05,-2.1794841657051927e-06,7.470866106021413e-06
54.2,1.0491578691306205e-05,-1.5719083540026537e-06,8.069319262652272e-06
54.300000000000004,1.0480169994302878e-05,-9.278698113310295e-07,8.521353836716734e-06
54.400000000000006,1.0151276071062601e-05,-9.478205817052899e-07,8.292640301079425e-06
54.5,9.993043545876842e-06,-1.2798966832229896e-06,8.295787157161338e-06
54.6,9.909710682659263e-06,-1.048227711860545e-06,7.951937250715685e-06
54.7,1.0493485216677131e-05,-1.191185738500871e-06,8.358360030573825e-06
54.800000000000004,1.1688053936435146e-05,-1.093619660887059e-06,8.64337490716848e-06
54.900000000000006,1.2507248974635007e-05,-2.352521452760989e-07,8.683041402401565e-06
55.0,1.3008772078678193e-05,1.5025487217068355e-07,9.046042151608436e-06
55.1,1.2870230311632967e-05,2.923993998839054e-07,9.129021853673761e-06
55.2,1.2471452580245553e-05,1.0393469284006481e-07,9.67523742991821e-06
55.300000000000004,1.2323861759341221e-05,-5.189080831366207e-07,1.046607791029544e-05
55.400000000000006,1.2345818765391811e-05,-4.3407096027260915e-07,1.0543211865526132e-05
55.5,1.2514250511588848e-05,-4.150415845961501e-07,1.0308578232743429e-05
55.6,1.2914637995040282e-05,-2.915001618045154e-07,1.0289260320526729e-05
55.7,1.2623460581385525e-05,-6.329230888243953e-07,1.0682874912074045e-05
55.800000000000004,1.2681954107401595e-05,-7.846731846436858e-07,1.0370134747096414e-05
55.900000000000006,1.3039870680043041e-05,-1.3584164749914227e-06,1.0225734123747996e-05
56.0,1.3023861852504564e-05,-2.114247821661564e-06,9.494579954677004e-06
56.1,1.3190984834668034e-05,-2.4970037623657546e-06,8.64679888624369e-06
56.2,1.3611498590822868e-05,-2.839620972011241e-06,8.112949598170394e-06
56.300000000000004,1.3575835384014656e-05,-2.850869607220165e-06,8.16724166037877e-06
56.400000000000006,1.3488684421179908e-05,-2.6332420985703175e-06,8.270257060191156e-06
56.5,1.3446967510714636e-05,-2.4494444764759463e-06,8.479942199625662e-06
56.6,1.3056505687429346e-05,-2.5239931106993677e-06,8.80273044023213e-06
56.7,1.3927666356527552e-05,-2.231639146181729e-06,8.977922801202396e-06
56.800000000000004,1.3679615115056901e-05,-1.7000008658210687e-06,9.255370818141659e-06
56.900000000000006,1.3777849365443911e-05,-1.2383887205786764e-06,8.922581462170945e-06
57.0,1.4123941069468863e-05,-3.207054791423349e-07,8.535909857345352e-06
57.1,1.3824703242221324e-05,-1.4385404307201078e-08,8.68575419794942e-06
57.2,1.3698717771928246e-05,-3.0440657036150335e-07,8.915692698359681e-06
57.300000000000004,1.4040880843395288e-05,-6.294487506131039e-07,9.15222389680661e-06
57.400000000000006,1.4558693411385499e-05,-1.1157313088620341e-06,8.796362656595352e-06
57.5,1.3897305363122782e-05,-6.297335041914579e-07,8.268551852011028e-06
57.6,1.4229832115978031e-05,-4.697174097398857e-07,7.860865672002988e-06
57.7,1.419463596046853e-05,-6.803195856716915e-07,8.086339269361803e-06
57.800000000000004,1.39417125065371e-05,-9.215474561813432e-07,8.00449292767599e-06
57.900000000000006,1.3334512453961969e-05,-6.055538500137255e-07,7.315764979091506e-06
58.0,1.3541023691845624e-05,-9.5731652855592e-07,6.845934491756524e-06
58.1,1.2883019914599982e-05,-1.8981569763005894e-07,6.533416642650304e-06
58.2,1.2515545098273353e-05,1.685297268490202e-07,6.787592573028419e-06
58.300000000000004,1.2329720936958713e-05,2.3316130193812672e-07,7.01557453056125e-06
58.400000000000006,1.232802209227567e-05,3.360765809183079e-07,6.661764441304873e-06
58.5,1.2134876837404662e-05,2.143382076216944e-07,6.544081949636648e-06
58.6,1.3027984715769143e-05,-4.2712246615013085e-08,6.157268443370905e-06
58.7,1.3203013088171716e-05,-3.0807057486670788e-09,6.140183759427406e-06
58.800000000000004,1.3363027710961249e-05,5.234475601234422e-07,6.571560985998594e-06
58.900000000000006,1.2962977571117899e-05,6.746461076673453e-07,6.855234295906232e-06
59.0,1.3298676387367492e-05,7.666833278449658e-07,7.196694597951872e-06
59.1,1.3361434198028827e-05,1.393414766708959e-06,7.109596882369301e-06
59.2,1.3254800871171129e-05,1.6506320824411187e-06,7.474192852576927e-06
59.300000000000004,1.3276572799071578e-05,1.872998151104245e-06,7.097480626568462e-06
59.400000000000006,1.2725701425049292e-05,1.3781945893496454e-06,7.1737681734653196e-06
59.5,1.1303285743024475e-05,1.088867984894837e-06,6.947737444342768e-06
59.6,1.0988139584969963e-05,-4.5547479276603474e-08,6.668700080116266e-06
59.7,1.1040278258824683e-05,-9.61567996759243e-07,6.815708930727697e-06
59.800000000000004,1.0643457077839305e-05,-1.2904534288466897e-06,6.362627406050387e-06
59.900000000000006,1.0779437219025964e-05,-1.4316587310678485e-06,6.24515063567894e-06
60.0,1.1329659673156518e-05,-1.6858294461562616e-06,6.456854299269222e-06
60.1,1.1670787081730075e-05,-1.3712742283732665e-06,6.389262915523874e-06
60.2,1.1928426034371225e-05,-1.2424270282901365e-06,7.066499971617979e-06
60.300000000000004,1.2046329626015227e-05,-1.1287320537112544e-06,7.456419057597336e-06
60.400000000000006,1.1706051750187644e-05,-1.1470212932774745e-06,6.988449525148586e-06
60.5,1.1675274145546307e-05,-6.245546867178557e-07,6.5861868916889196e-06
60.6,1.1573405882770653e-05,-5.182343647001872e-07,6.313141354200902e-06
60.7,1.1358973230003503e-05,-8.042155605529554e-10,6.403877370582273e-06
60.800000000000004,1.124505228753221e-05,2.2876507130274215e-08,6.670225503151815e-06
60.900000000000006,1.1312896047485728e-05,-6.295164182012552e-07,6.694472695225507e-06
61.0,1.0789747624036434e-05,-1.1162531072948846e-06,7.32210968204099e-06
61.1,1.062703627285723e-05,-1.3045265904597014e-06,7.618712956859897e-06
61.2,1.0282370040564883e-05,-1.6172692493205887e-06,7.3099819875002165e-06
61.300000000000004,9.728058961570971e-06,-1.5902429149176434e-06,6.9699174740503515e-06
61.400000000000006,9.291565652040386e-06,-1.698631230093321e-06,6.822560264183051e-06
61.5,9.509925839209153e-06,-1.1416755363865553e-06,6.669931137124285e-06
61.6,9.705484959959771e-06,-1.6819452789330814e-06,6.572255743588252e-06
61.7,9.861859828228911e-06,-1.7846298393461254e-06,7.345664842566353e-06
61.800000000000004,1.1147539119518756e-05,-1.7308081753648223e-06,7.061201936924587e-06
61.900000000000006,1.1876311228724012e-05,-1.4585809644166323e-06,7.547942372521875e-06
62.0,1.1804728265842465e-05,-1.4169316263785866e-06,8.578457514737844e-06
62.1,1.1612092853491509e-05,-1.5866776862777977e-06,8.496727941553583e-06
62.2,1.195925153463127e-05,-1.7960995945045604e-06,8.447387657152309e-06
62.300000000000004,1.1833755573133036e-05,-1.7635880545663019e-06,8.509726300737886e-06
62.400000000000006,1.138784016679156e-05,-2.1326352979565528e-06,8.146691157551665e-06
62.5,1.1293108955549878e-05,-2.1116170964831175e-06,7.707820877280979e-06
62.6,1.1050143751531441e-05,-2.291269551443274e-06,7.621631827273219e-06
62.7,1.124267187854182e-05,-2.544943503578717e-06,7.65031739102138e-06
62.800000000000004,1.0901562551798418e-05,-2.1192148591311798e-06,7.466619685217555e-06
62.900000000000006,1.0613542194158082e-05,-1.9934512065289084e-06,7.3347575485049504e-06
63.0,1.0604008282345203e-05,-1.883925754511121e-06,7.4791064123918434e-06
63.1,1.0389783418712154e-05,-2.3286815563667405e-06,7.614998456844802e-06
63.2,1.0608939658003362e-05,-2.452802704866793e-06,7.4712263857647285e-06
63.300000000000004,1.1366268407128616e-05,-2.1205720129393013e-06,6.997486686081349e-06
63.400000000000006,1.2406673562674406e-05,-2.4065995790217194e-06,6.504939684968797e-06
63.5,1.2308918849448464e-05,-3.054426988541436e-06,6.130233939491773e-06
63.6,1.1871949419730106e-05,-2.9419159656009935e-06,6.3152107855032805e-06
63.7,1.181939226670895e-05,-3.5990991194683583e-06,6.035429803180857e-06
63.800000000000004,1.2852610109152423e-05,-3.3642649966987478e-06,6.178366476143679e-06
63.900000000000006,1.3122389996922742e-05,-3.7328101157675982e-06,6.391050098690911e-06
64.0,1.2668179275238182e-05,-3.5252389272501322e-06,6.759530452453622e-06
64.10000000000001,1.1965630381609053e-05,-3.50288108961773e-06,6.576369506917767e-06
64.2,1.2032470706797278e-05,-3.435450281969625e-06,6.250456751160187e-06
64.3,1.2448518207553198e-05,-3.3570624955549828e-06,7.108703867350034e-06
64.4,1.2450178130685433e-05,-3.3380608396431464e-06,7.0314426850695735e-06
64.5,1.2719239765778705e-05,-2.6604473946616434e-06,6.9322111449637855e-06
64.60000000000001,1.2545027234024334e-05,-2.456094772101906e-06,6.0513032124099565e-06
64.7,1.228664708261211e-05,-2.7779857086586526e-06,5.674738794913486e-06
64.8,1.2170442982992004e-05,-2.829633120244656e-06,5.785648100629755e-06
64.9,1.174838016239754e-05,-2.8645252555069277e-06,5.409071639938245e-06
65.0,1.189976917578253e-05,-3.586450223864056e-06,4.9322874646419235e-06
65.10000000000001,1.1775337431255499e-05,-3.5460849346330385e-06,4.2756457371387774e-06
65.2,1.1293175047774661e-05,-3.552522367001332e-06,4.443508341714828e-06
65.3,1.1524033598136297e-05,-3.613642700478219e-06,4.373428469604929e-06
65.4,1.137845090447622e-05,-3.933229509144053e-06,4.5298502368594716e-06
65.5,1.1451269361349102e-05,-4.028362516152249e-06,4.217343733803135e-06
65.60000000000001,1.138580112561967e-05,-4.58025389980625e-06,4.444342743529374e-06
65.7,1.1589314167123164e-05,-4.382162767521535e-06,4.931723731128469e-06
65.8,1.1834782528536963e-05,-4.720791607148199e-06,5.0954175354297304e-06
65.9,1.1375703535020548e-05,-4.793504882635801e-06,4.869878318393835e-06
66.0,1.1461361541414893e-05,-4.780835028938627e-06,5.314720720975084e-06
66.10000000000001,1.1532062615473152e-05,-5.145887605465299e-06,5.946092356272682e-06
66.2,1.1488036542056716e-05,-5.300255836290427e-06,6.123637781627334e-06
66.3,1.1313059966912415e-05,-5.126652949450125e-06,6.182707791347689e-06
66.4,1.1544215190885042e-05,-4.3582484589228e-06,6.765561923446863e-06
66.5,1.1607048354803225e-05,-4.141479452619177e-06,6.5914169421916725e-06
66.60000000000001,1.0472550201103635e-05,-4.0531663703413155e-06,6.5124744807367675e-06
66.7,1.0421810200590583e-05,-4.202809466440765e-06,6.6179599098560294e-06
66.8,9.933144240019217e-06,-4.5736367913662866e-06,6.631315226935996e-06
66.9,9.992057927926923e-06,-5.030511988211695e-06,7.20971090847439e-06
67.0,1.0416086088688053e-05,-5.28278749359332e-06,7.972582581429027e-06
67.10000000000001,1.0509454814458846e-05,-6.237894226666901e-06,8.195802725552699e-06
67.2,1.0449491653254885e-05,-6.1931580833706505e-06,8.297836477204582e-06
67.3,1.0652581808344363e-05,-6.453631987028424e-06,8.650774678373779e-06
67.4,1.1101266799724707e-05,-6.688657745415762e-06,9.137192571839066e-06
67.5,1.1517436407581188e-05,-5.939979750372142e-06,9.716329929823082e-06
67.60000000000001,1.154709683938557e-05,-6.113090090074678e-06,1.00700570720238e-05
67.7,1.0775898538696608e-05,-6.452917146407917e-06,1.0352686809302371e-05
67.8,1.1206958514715283e-05,-7.026133235567395e-06,1.086703190558967e-05
67.9,1.1133293304955993e-05,-6.825251969731448e-06,1.1416706846049405e-05
68.0,1.1002432135182544e-05,-6.700825049060149e-06,1.1259838645784266e-05
68.10000000000001,1.0922617413957936e-05,-6.5991553163304474e-06,1.1187612807769766e-05
68.2,1.03671140265166e-05,-7.051380121392021e-06,1.109110662369157e-05
68.3,1.0515592777220813e-05,-7.640628042550703e-06,1.0963697010323605e-05
68.4,1.0260320611808253e-05,-8.254434547714605e-06,1.085825904911158e-05
68.5,1.079019869886427e-05,-8.530077112400615e-06,1.0145259552391925e-05
68.60000000000001,1.12793412437218e-05,-8.691711611317534e-06,9.201405674275026e-06
68.7,1.0375423452929935e-05,-8.585298267137847e-06,8.890293082242787e-06
68.8,1.0085589755347635e-05,-8.315693041625227e-06,8.42960658540079e-06
68.9,9.976240305901994e-06,-8.110513034510191e-06,8.67165354691312e-06
69.0,9.806202111883059e-06,-8.13925503313587e-06,8.725372125977509e-06
69.10000000000001,9.517082933365115e-06,-8.348214491654292e-06,9.107492438178086e-06
69.2,1.0133252317470563e-05,-8.16613690345033e-06,9.337828642869463e-06
69.3,1.030752209613553e-05,-8.218413261206295e-06,9.254044292677773e-06
69.4,1.0017542121511887e-05,-8.373930364647159e-06,8.908489059556448e-06
69.5,1.0208062649131804e-05,-8.532256852044029e-06,9.109247431371143e-06
69.60000000000001,1.0057025113996425e-05,-8.649883356750206e-06,9.170084567667675e-06
69.7,9.914537680868454e-06,-9.667201442091626e-06,9.266144661231808e-06
